Date,NIFTY_Return_1D,NIFTY_Return_5D,NIFTY_Return_20D,NIFTY_SMA50,NIFTY_RSI
2015-12-04,-0.010458854551524621,-0.02024504123467341,-0.03458760234388558,8001.8440234375,37.90786376773234
2015-12-07,-0.0021203048364873966,-0.02140450491871715,-0.03417828988001581,7997.5140234375,36.8932887151831
2015-12-08,-0.00820301695113268,-0.0318294020213441,-0.03189637214365493,7992.006025390625,33.19909789283963
2015-12-09,-0.011581883616657795,-0.0402012385949867,-0.04297044530381866,7988.016025390625,28.843629062869766
2015-12-10,0.00930046695402309,-0.02299677649867171,-0.029298108058256722,7984.763017578125,36.018498352200304
2015-12-11,-0.00948155235730297,-0.02203185715349698,-0.022214072369147853,7979.602021484375,32.398525604589906
2015-12-14,0.005203320218742258,-0.014854366691589793,-0.014454596967696243,7976.689013671875,36.15479181579575
2015-12-15,0.006647028314128445,-0.00010391120771446882,-0.013539850125566688,7973.841015625,40.71057460682646
2015-12-16,0.006492747683265243,0.018180611145320213,-0.011055738655966985,7969.881015625,44.87581240427168
2015-12-17,0.012056689737954374,0.020961084047572243,0.014556803824707698,7967.75001953125,51.704870216185604
2015-12-18,-0.010504363180879661,0.019906838112325298,-0.01030248378279297,7960.60302734375,46.26260347801143
2015-12-21,0.009340436124388285,0.024104469295351594,-0.0028128898720676254,7954.234033203125,51.13601663938017
2015-12-22,-0.006171472975241898,0.011063667414579648,-0.008045342210243,7946.408037109375,48.009046574493745
2015-12-23,0.01025546764808305,0.014843475521334026,0.004386089333970222,7941.1400390625,53.1088188207266
2015-12-24,-0.0006229877514251081,0.0021288834413750735,-0.002885664345062877,7934.56703125,52.76674234085272
2015-12-28,0.008154139618607559,0.021025606055783186,-0.0022096129196853553,7930.19802734375,56.69589011053928
2015-12-29,0.0004795231655652099,0.012062109994207537,-0.0007939012239690513,7926.14302734375,56.924672253421306
2015-12-30,-0.004124151937772491,0.014146992841372219,-0.007372802054551264,7921.910029296875,54.26790205127114
2015-12-31,0.006344796283837217,0.010221257489230196,0.0018912290865122916,7917.24703125,57.53776263178413
2016-01-04,-0.01951213966956744,-0.00887286071618687,-0.009263569306396158,7908.31001953125,46.46506661973176
2016-01-05,-0.0008535035886758635,-0.017728371290295586,0.0003533841394145476,7898.502021484375,46.055701189146596
2016-01-06,-0.005607176031205752,-0.023704297628658777,-0.003142130817549438,7888.089013671875,43.35558563709342
2016-01-07,-0.022309804329221028,-0.04153239769669148,-0.017320901520704757,7874.421005859375,34.69000688786181
2016-01-08,0.004366937597831466,-0.04341615908689411,-0.0014646833949096827,7860.53900390625,37.27386243718367
2016-01-11,-0.00493333414699082,-0.029192780759689008,-0.015546667456393548,7846.605009765625,35.55504231187723
2016-01-12,-0.007079766557687717,-0.03524244520921238,-0.013159588205003403,7832.152998046875,33.200604164956275
2016-01-13,0.006937152844914696,-0.023071967143295402,-0.01145742898170976,7819.9769921875,37.53458591917652
2016-01-14,-0.003385181686611949,-0.004162097275862475,-0.02130921057762436,7808.47798828125,36.28871263335531
2016-01-15,-0.013135548583687595,-0.02151595320141586,-0.04039532204016383,7795.91798828125,31.881542413352307
2016-01-18,-0.01167009155487031,-0.028140443677248994,-0.06289241192889317,7781.9219921875,28.601731373546713
2016-01-19,0.011440633608522655,-0.010012876847381613,-0.042109275302183335,7769.409990234375,35.522871218279064
2016-01-20,-0.01691978471256972,-0.03346822449548181,-0.06703091825629415,7754.791982421875,30.724970525256566
2016-01-21,-0.004446390334017725,-0.034497400320795735,-0.0654114751391468,7741.218974609375,29.612213222814688
2016-01-22,0.020015720445019758,-0.002063729836520478,-0.05638225376309802,7730.581982421875,40.084902628885075
2016-01-25,0.0018457122204607046,0.01158344474816353,-0.054051292499175396,7721.0009765625,40.97448266016244
2016-01-27,0.00021517824106065397,0.00035640439388107126,-0.06150040167689552,7714.088974609375,41.084509375341526
2016-01-28,-0.001761298464757477,0.01578127874605384,-0.06360240391809835,7707.33697265625,40.420201280553236
2016-01-29,0.018707939656508632,0.03940605866541547,-0.04213394906601231,7702.475966796875,49.70600797547165
2016-02-01,-0.0010047675458274563,0.01798597450802819,-0.04912946164540333,7696.843974609375,49.25370078961898
2016-02-02,-0.013287592960483763,0.0026088638070131953,-0.04309293807408132,7691.318974609375,43.607980092147514
2016-02-03,-0.01257452534768888,-0.010211447724446265,-0.054318447580917084,7681.699970703125,39.10096926130758
2016-02-04,0.005732320415128722,-0.0027812627686635283,-0.04353442707660504,7672.648974609375,42.00652767889506
2016-02-05,0.011493800331746407,-0.00984322295135942,-0.010464663012186293,7665.4459765625,47.45132004362806
2016-02-08,-0.013599777854234385,-0.022326800859163498,-0.02816606193711091,7656.558974609375,42.3291095936563
2016-02-09,-0.012054527014450533,-0.021105030949705395,-0.035120989828455906,7644.846982421875,38.4237169932295
2016-02-10,-0.011304156886925099,-0.019845637378236414,-0.039226078457098024,7630.306982421875,35.1848922252765
2016-02-11,-0.03317073758299127,-0.057759306097210916,-0.07749521478041255,7611.128984375,27.850215452096876
2016-02-12,0.0006593845767279838,-0.0678519309019221,-0.07375140958756665,7591.649990234375,28.160177222685036
2016-02-15,0.02607094949942601,-0.030363099216555556,-0.03695307975374418,7576.2819921875,39.275586173419846
2016-02-16,-0.016012982386442,-0.03424819662703116,-0.041184872806420914,7559.963994140625,35.54314089486235
2016-02-17,0.008541154940942874,-0.01486342241182248,-0.0439334908815443,7546.495,38.82889834995181
2016-02-18,0.011718419964794835,0.030875730049172212,-0.01608222508702062,7535.022001953125,43.147532804814055
2016-02-19,0.0026419160844022294,0.03291812693948226,-0.009076765399668174,7525.202998046875,44.116651267335705
2016-02-22,0.0033006004489823937,0.00999582677844879,-0.025315143339549095,7517.643994140625,45.372799724775525
2016-02-23,-0.017278200216274464,0.00869716662824116,-0.043920590889824696,7506.168994140625,40.25482859484881
2016-02-24,-0.012778531956425754,-0.012625818221133955,-0.05634093706934218,7494.333994140625,36.98914378106657
2016-02-25,-0.006853134671341854,-0.030750499161365408,-0.061154372348811936,7480.745,35.35383275423578
2016-02-26,0.008485625558068977,-0.025101411087612213,-0.07057530107842724,7467.322001953125,38.92944729271724
2016-02-29,-0.006074212498666354,-0.03421083642822342,-0.07529170731934287,7452.045,37.324494153627896
2016-03-01,0.03366943224623564,0.015858950720854637,-0.03128541906505,7439.603994140625,49.64232517002203
2016-03-02,0.020291361052837242,0.049888140624328337,0.0009576860490365657,7431.7419921875,55.50850217348611
2016-03-03,0.014486656477644022,0.07244713409535541,0.00967046159592777,7424.564990234375,59.23375757219802
2016-03-04,0.0013042431206367056,0.06481028452736592,-0.0005007277177632163,7418.549990234375,59.56675360064165
2016-03-08,-6.71885323921817e-06,0.07131049783926424,0.013272842355071202,7410.936982421875,59.56405082537109
2016-03-09,0.006212176026787919,0.04285338581474063,0.032007837976962605,7404.351982421875,61.3119378011568
2016-03-10,-0.006060955352974129,0.015918332322272244,0.03748072948027148,7395.571982421875,58.63242908243053
2016-03-11,0.0032126384433233124,0.004628404035028177,0.07652283646653579,7387.196982421875,59.63334612604755
2016-03-14,0.0038014705260878134,0.007133921813552879,0.07990313482855749,7380.046982421875,60.84449721281305
2016-03-15,-0.010366427105786724,-0.003299761890069197,0.04155409352678929,7370.331982421875,55.90025913430629
2016-03-16,0.005113516586384925,-0.0043880354688836665,0.06391657503635662,7364.480986328125,57.70700146539455
2016-03-17,0.0018402806717785491,0.0035264992937804607,0.056847779511977725,7359.038984375,58.37138119972608
2016-03-18,0.012219591930221929,0.012536270657939719,0.05737130707494709,7356.305986328125,62.582334267119286
2016-03-21,0.013137204502793765,0.021953241585143335,0.06843948271677713,7359.024990234375,66.54800051279247
2016-03-22,0.001382341219943628,0.03408570374484876,0.06639668128969345,7361.295986328125,66.95013782207673
2016-03-23,0.00020740355370829633,0.029038173028838044,0.08537111518823925,7364.348984375,67.0142977058114
2016-03-28,-0.013140659929210097,0.01365053086300505,0.08497298441983037,7366.444990234375,59.174509770469825
2016-03-29,-0.0023768693023248355,-0.000966564869036679,0.08986312420280229,7367.1369921875,57.873019131960106
2016-03-30,0.01819141704784788,0.0040172885501508215,0.10035210289306162,7371.105,64.32487058007581
2016-03-31,0.00041365536126503066,0.0030460537787224684,0.10753467037721443,7377.117001953125,64.46058330218304
2016-04-01,-0.0032758836421172832,-0.00044711920073869926,0.06794927007620033,7384.357998046875,62.43415452746739
2016-04-04,0.005931505845093277,0.018870363513078026,0.05291866463062922,7390.8319921875,64.59722450093994
2016-04-05,-0.02005459778469787,0.0008161373321706744,0.017068876878025607,7396.71,53.3463945413376
2016-04-06,0.0014664749128432408,-0.015623396241183918,0.017233662863730403,7403.461005859375,53.965129807239116
2016-04-07,-0.00891736017820488,-0.02480483167755565,0.00816939764880309,7405.941005859375,49.647002338312156
2016-04-08,0.0011594855559287076,-0.020465265150896528,0.0031068789972932276,7408.32201171875,50.200014944611944
